Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote (Price),source
ABR,Arbor Realty Trust,12.66,$958.17M,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/abr,AMEX
ABR^A,Arbor Realty Trust,25.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^a,AMEX
ABR^B,Arbor Realty Trust,25.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^b,AMEX
ABR^C,Arbor Realty Trust,25.753,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abr^c,AMEX
ARC,"ARC Document Solutions, Inc.",2.86,$130.96M,2004,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/arc,AMEX
MT,ArcelorMittal,24.26,$24.58B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt,AMEX
ARCH,"Arch Coal, Inc.",94.99,$1.79B,2016,Energy,Coal Mining,https://www.nasdaq.com/symbol/arch,AMEX
ADM,Archer-Daniels-Midland Company,48.02,$26.92B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm,AMEX
AROC,"Archrock, Inc.",10.11,$1.31B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/aroc,AMEX
ARNC,Arconic Inc.,20.11,$9.72B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arnc,AMEX
ARCO,Arcos Dorados Holdings Inc.,7.13,$1.49B,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arco,AMEX
ACA,"Arcosa, Inc.",30.88,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aca,AMEX
RCUS,"Arcus Biosciences, Inc.",11.14,$495.25M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus,AMEX
ARD,Ardagh Group S.A.,13.03,$3.08B,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard,AMEX
ASC,Ardmore Shipping Corporation,6.23,$206.2M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc,AMEX
AFC,Ares Capital Corporation,25.4644,$203.72M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc,AMEX
ACRE,Ares Commercial Real Estate Corporation,14.59,$418.71M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre,AMEX
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.16,$348.11M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc,AMEX
ARES,Ares Management L.P.,22.27,$4.87B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares,AMEX
ARES^A,Ares Management L.P.,26.4309,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a,AMEX
AGX,"Argan, Inc.",43.75,$681.13M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx,AMEX
ARGD,"Argo Group International Holdings, Ltd.",25.28,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argd,AMEX
ARGO,"Argo Group International Holdings, Ltd.",65.56,$2.22B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo,AMEX
ANET,"Arista Networks, Inc.",236.36,$17.83B,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet,AMEX
AI,Arlington Asset Investment Corp,8.42,$255.51M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/ai,AMEX
AI^B,Arlington Asset Investment Corp,24.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b,AMEX
AIC,Arlington Asset Investment Corp,23.61,n/a,2015,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic,AMEX
AIW,Arlington Asset Investment Corp,23.9498,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw,AMEX
ARLO,"Arlo Technologies, Inc.",13.42,$996.4M,2018,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/arlo,AMEX
AHH,"Armada Hoffler Properties, Inc.",15.2,$743.16M,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh,AMEX
ARR,"ARMOUR Residential REIT, Inc.",22.57,$955.51M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr,AMEX
ARR^A,"ARMOUR Residential REIT, Inc.",25.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a,AMEX
ARR^B,"ARMOUR Residential REIT, Inc.",25.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b,AMEX
AFI,"Armstrong Flooring, Inc.",15.22,$393.1M,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi,AMEX
AWI,Armstrong World Industries Inc,67.93,$3.37B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi,AMEX
ARW,"Arrow Electronics, Inc.",73.75,$6.43B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw,AMEX
AJG,Arthur J. Gallagher & Co.,77.5,$14.23B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg,AMEX
APAM,Artisan Partners Asset Management Inc.,26.55,$2.04B,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam,AMEX
ASA,ASA Gold and Precious Metals Limited,8.43,$162.61M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa,AMEX
ABG,Asbury Automotive Group Inc,68.64,$1.35B,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg,AMEX
ASX,"ASE Technology Holding Co., Ltd.",3.79,$7.91B,2018,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx,AMEX
ASGN,ASGN Incorporated,67.24,$3.53B,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn,AMEX
AHT,Ashford Hospitality Trust Inc,5.16,$521.36M,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht,AMEX
AHT^D,Ashford Hospitality Trust Inc,25.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d,AMEX
AHT^F,Ashford Hospitality Trust Inc,22.4515,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f,AMEX
AHT^G,Ashford Hospitality Trust Inc,22.27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g,AMEX
AHT^H,Ashford Hospitality Trust Inc,22.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h,AMEX
AHT^I,Ashford Hospitality Trust Inc,22.535,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i,AMEX
ASH,Ashland Global Holdings Inc.,81.64,$5.1B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash,AMEX
APB,"Asia Pacific Fund, Inc. (The)",12.365,$127.9M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apb,AMEX
ASPN,"Aspen Aerogels, Inc.",3.83,$91.81M,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn,AMEX
AHL,Aspen Insurance Holdings Limited,41.43,$2.47B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ahl,AMEX
AHL^C,Aspen Insurance Holdings Limited,25.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c,AMEX
AHL^D,Aspen Insurance Holdings Limited,22.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d,AMEX
ASB,Associated Banc-Corp,23.47,$3.89B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb,AMEX
ASB^C,Associated Banc-Corp,25.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c,AMEX
ASB^D,Associated Banc-Corp,22.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d,AMEX
ASB^E,Associated Banc-Corp,24.036,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^e,AMEX
AC,"Associated Capital Group, Inc.",44.8,$1.03B,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac,AMEX
AIZ,"Assurant, Inc.",103.21,$6.4B,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz,AMEX
AIZP,"Assurant, Inc.",111.28,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp,AMEX
AGO,Assured Guaranty Ltd.,40.39,$4.27B,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago,AMEX
AGO^B,Assured Guaranty Ltd.,25.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b,AMEX
AGO^E,Assured Guaranty Ltd.,25.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e,AMEX
AGO^F,Assured Guaranty Ltd.,24.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f,AMEX
AZN,Astrazeneca PLC,41.49,$105.12B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn,AMEX
HOME,At Home Group Inc.,28.44,$1.81B,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home,AMEX
T,AT&T Inc.,30.33,$220.74B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t,AMEX
TBB,AT&T Inc.,23.91,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb,AMEX
TBC,AT&T Inc.,24.13,n/a,2018,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbc,AMEX
ATTO,Atento S.A.,6.32,$467.11M,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto,AMEX
ATH,Athene Holding Ltd.,47.12,$9.41B,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath,AMEX
ATKR,Atkore International Group Inc.,19.68,$906.01M,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr,AMEX
AT,Atlantic Power Corporation,2.15,$236.49M,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at,AMEX
ATO,Atmos Energy Corporation,96.4,$10.72B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato,AMEX
AUO,AU Optronics Corp,4.04,$3.89B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo,AMEX
ACB,Aurora Cannabis Inc.,6.7,$6.46B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/acb,AMEX
ATHM,Autohome Inc.,70.56,$8.27B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm,AMEX
ALV,"Autoliv, Inc.",84.24,$7.34B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv,AMEX
AN,"AutoNation, Inc.",39.27,$3.53B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an,AMEX
AZO,"AutoZone, Inc.",813.48,$20.79B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo,AMEX
AVLR,"Avalara, Inc.",31.2,$2.07B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr,AMEX
AVB,"AvalonBay Communities, Inc.",185.95,$25.7B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb,AMEX
AGR,"Avangrid, Inc.",50.13,$15.49B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr,AMEX
AVNS,"Avanos Medical, Inc.",48.01,$2.28B,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns,AMEX
AVYA,Avaya Holdings Corp.,15.84,$1.74B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya,AMEX
AVY,Avery Dennison Corporation,91.94,$7.97B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy,AMEX
AVH,Avianca Holdings S.A.,5.2,$648.04M,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh,AMEX
AVA,Avista Corporation,52.32,$3.44B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava,AMEX
AVP,"Avon Products, Inc.",2,$884.72M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp,AMEX
AVX,AVX Corporation,16.15,$2.73B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx,AMEX
EQH,"AXA Equitable Holdings, Inc.",20.87,$11.66B,2018,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/eqh,AMEX
AXTA,Axalta Coating Systems Ltd.,24.92,$5.95B,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta,AMEX
AXS,Axis Capital Holdings Limited,55.14,$4.61B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs,AMEX
AXS^D,Axis Capital Holdings Limited,23.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d,AMEX
AXS^E,Axis Capital Holdings Limited,23.06,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e,AMEX
AX,"Axos Financial, Inc.",29.46,$1.85B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ax,AMEX
AXO,"Axos Financial, Inc.",25.3299,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/axo,AMEX
AZUL,Azul S.A.,25.89,$2.92B,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul,AMEX
AZRE,Azure Power Global Limited,10.37,$269.87M,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre,AMEX
AZZ,AZZ Inc.,47.6,$1.24B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz,AMEX
BGS,"B&G Foods, Inc.",29.82,$1.97B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs,AMEX
BW,Babcock,0.8535,$143.96M,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw,AMEX
BGH,Babson Global Short Duration High Yield Fund,17.9,$359.04M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh,AMEX
BMI,"Badger Meter, Inc.",51.57,$1.5B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi,AMEX
BHGE,"Baker Hughes, a GE company",23.8,$26.18B,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge,AMEX
BBN,BalckRock Taxable Municipal Bond Trust,20.12,$1.15B,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn,AMEX
BLL,Ball Corporation,49.1,$16.65B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll,AMEX
BANC,"Banc of California, Inc.",16.83,$852.48M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc,AMEX
BANC^D,"Banc of California, Inc.",25.82,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d,AMEX
BANC^E,"Banc of California, Inc.",25.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e,AMEX
BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.58,$37.21B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva,AMEX
BBD,Banco Bradesco Sa,9.16,$61.31B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd,AMEX
BBDO,Banco Bradesco Sa,8.09,$54.15B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo,AMEX
BCH,Banco De Chile,85.29,$14.36B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch,AMEX
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",17.58,$695.09M,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx,AMEX
BSBR,Banco Santander Brasil SA,10.92,$81.64B,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr,AMEX
BSAC,Banco Santander Chile,29.8,$14.04B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac,AMEX
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",6.21,$8.43B,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx,AMEX
SAN,"Banco Santander, S.A.",4.86,$78.42B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san,AMEX
SAN^B,"Banco Santander, S.A.",22.2674,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b,AMEX
CIB,BanColombia S.A.,39.01,$9.38B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib,AMEX
BXS,BancorpSouth Bank,28.91,$2.88B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs,AMEX
BAC,Bank of America Corporation,27.76,$272.44B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac,AMEX
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.a,AMEX
BAC^A,Bank of America Corporation,25.2501,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a,AMEX
BAC^B,Bank of America Corporation,25.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^b,AMEX
BAC^C,Bank of America Corporation,25.687,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c,AMEX
BAC^E,Bank of America Corporation,22.67,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e,AMEX
BAC^K,Bank of America Corporation,24.69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^k,AMEX
BAC^L,Bank of America Corporation,1276.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l,AMEX
BAC^W,Bank of America Corporation,25.79,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w,AMEX
BAC^Y,Bank of America Corporation,25.67,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y,AMEX
BML^G,Bank of America Corporation,21.111,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g,AMEX
BML^H,Bank of America Corporation,21.1147,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h,AMEX
BML^J,Bank of America Corporation,23.8267,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j,AMEX
BML^L,Bank of America Corporation,22.1911,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l,AMEX
BOH,Bank of Hawaii Corporation,79.39,$3.31B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh,AMEX
BMO,Bank Of Montreal,74.77,$47.88B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo,AMEX
NTB,Bank of N.T. Butterfield & Son Limited (The),39.5,$2.18B,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb,AMEX
BK,Bank Of New York Mellon Corporation (The),48.2,$47.66B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk,AMEX
BK^C,Bank Of New York Mellon Corporation (The),23.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c,AMEX
BNS,Bank of Nova Scotia (The),53.54,$65.74B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns,AMEX
BKU,"BankUnited, Inc.",34.41,$3.55B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku,AMEX
BCS,Barclays PLC,9.15,$39.18B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs,AMEX
BCS^D.CL,Barclays PLC,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcs^d.cl,AMEX
BBDC,"Barings BDC, Inc.",10.12,$518.99M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbdc,AMEX
MCI,Barings Corporate Investors,15.3828,$307.83M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci,AMEX
MPV,Barings Participation Investors,15.22,$159.71M,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv,AMEX
BNED,"Barnes & Noble Education, Inc",6.3,$295.57M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned,AMEX
BKS,"Barnes & Noble, Inc.",6.91,$504.56M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks,AMEX
B,"Barnes Group, Inc.",57.26,$2.94B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b,AMEX
ABX,Barrick Gold Corporation,12.43,$14.51B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/abx,AMEX
BAS,"Basic Energy Services, Inc.",6.96,$184.87M,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas,AMEX
BHC,Bausch Health Companies Inc.,26.63,$9.31B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc,AMEX
BAX,Baxter International Inc.,63.03,$33.54B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax,AMEX
BTE,Baytex Energy Corp,1.7,$941.72M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte,AMEX
BBT,BB&T Corporation,51.07,$39.36B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt,AMEX
BBT^D,BB&T Corporation,24.93,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d,AMEX
BBT^E,BB&T Corporation,24.27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e,AMEX
BBT^F,BB&T Corporation,23.2518,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f,AMEX
BBT^G,BB&T Corporation,23.3123,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g,AMEX
BBT^H,BB&T Corporation,24.879,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h,AMEX
BFR,BBVA Banco Frances S.A.,11.05,$2.26B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr,AMEX
BBX,BBX Capital Corporation,6.34,$615.24M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx,AMEX
BCE,"BCE, Inc.",41.31,$37.1B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce,AMEX
BZH,"Beazer Homes USA, Inc.",10.87,$366.04M,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh,AMEX
BDX,"Becton, Dickinson and Company",234.5,$62.74B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx,AMEX
BDXA,"Becton, Dickinson and Company",59.43,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa,AMEX
BDC,Belden Inc,54.41,$2.19B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc,AMEX
BDC^B,Belden Inc,75.4898,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b,AMEX
BXE,Bellatrix Exploration Ltd,0.8241,$58.48M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bxe,AMEX
BEL,Belmond Ltd.,18.4,$2.23B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel,AMEX
BMS,"Bemis Company, Inc.",48.25,$4.39B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms,AMEX
BHE,"Benchmark Electronics, Inc.",23.44,$1.02B,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe,AMEX
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a,AMEX
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b,AMEX
BHLB,"Berkshire Hills Bancorp, Inc.",34.58,$1.57B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb,AMEX
BERY,"Berry Global Group, Inc.",46.39,$6.11B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery,AMEX
BBY,"Best Buy Co., Inc.",67.05,$18.41B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby,AMEX
BSTI,BEST Inc.,6.22,$2.41B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/bsti,AMEX
BHP,BHP Billiton Limited,46.69,$124.28B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp,AMEX
BBL,BHP Billiton plc,40.83,$108.68B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl,AMEX
BIG,"Big Lots, Inc.",44,$1.76B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big,AMEX
BH,Biglari Holdings Inc.,145.21,$300.25M,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh,AMEX
BH.A,Biglari Holdings Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bh.a,AMEX
