Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Minm_Balance,Maxm_Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,AER,Source
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Easy Access Saver Issue 31,1,250000,Offline,,Fixed,1.01%,1.01%,moneysupermarket.com
 2018-04-11,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Deposits,Savings,_MSBF,B Instant Savings,1,,Offline,,Fixed,0.75%,0.75%,moneysupermarket.com
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Saving to Buy Issue 7,1,30000,Offline,,Fixed,0.75%,0.75%,moneysupermarket.com
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Saving to Buy Issue 7,1,30000,Offline,,Fixed,0.75%,0.75%,moneysupermarket.com
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Manchester United Red Devil E-Saver Issue 4,1,30000,Offline,,Fixed,0.5%,0.5%,moneysupermarket.com
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Manchester United Red Devil E-Saver Issue 4,1,30000,Offline,,Fixed,0.5%,0.5%,moneysupermarket.com
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Manchester United Red Devil Saver Issue 4,1,30000,Offline,,Fixed,0.5%,0.5%,moneysupermarket.com
 2018-04-11,UK,London,Virgin Money Plc.,VM,GBP,Bank,Deposits,Savings,_MSBF,Manchester United Red Devil Saver Issue 4,1,30000,Offline,,Fixed,0.5%,0.5%,moneysupermarket.com
 2018-04-11,UK,London,HSBC,HSBA,GBP,Bank,Deposits,Savings,_MSBF,Online Bonus Saver,1,50000,Offline,,Fixed,0.45%,0.45%,moneysupermarket.com
 2018-04-11,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,eSavings,1,9000000,Offline,,Fixed,0.45%,0.45%,moneysupermarket.com
 2018-04-11,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,_MSBF,Instant Access Savings Account,1,2000000,Offline,,Fixed,0.4%,0.4%,moneysupermarket.com
 2018-04-11,UK,London,TSB,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy Saver,1,9000000,Offline,,Fixed,0.4%,0.4%,moneysupermarket.com
 2018-04-11,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,123 eSaver (Issue 15),1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-11,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,123 eSaver (Issue 15),1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-11,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Everyday Saver,1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-11,UK,London,Bank of Scotland,Private,GBP,Bank,Deposits,Savings,_MSBF,Access Saver,1,,Offline,,Fixed,0.2%,0.2%,moneysupermarket.com
 2018-04-11,UK,London,Barclays,BARC,GBP,Bank,Deposits,Savings,_MSBF,Everyday Saver,1,49999,Offline,,Fixed,0.2%,0.2%,moneysupermarket.com
 2018-04-11,UK,London,Halifax,Private,GBP,Bank,Deposits,Savings,_MSBF,Everyday Saver,1,9000000,Offline,,Fixed,0.2%,0.2%,moneysupermarket.com
 2018-04-11,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Easy Saver,1,,Offline,,Fixed,0.2%,0.2%,moneysupermarket.com
 2018-04-11,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver (Issue 15),1,2000000,Offline,,Fixed,0.15%,0.15%,moneysupermarket.com
 2018-04-11,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver (Issue 15),1,2000000,Offline,,Fixed,0.15%,0.15%,moneysupermarket.com
 2018-04-11,UK,London,Bank of Ireland,BIRG,GBP,Bank,Deposits,Savings,_MSBF,Classic Saver,1,,Offline,,Fixed,0.1%,0.1%,moneysupermarket.com
