Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term (Y),Interest_Type,Interest,APRC,Mortgage_Loan_Amt,Mortgage_Down_Payment,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Fixed_Rate_Term
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed Rate Buy To Let ,,Offline,10,Variable,4.99%,5.50%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,10,Variable,2.94%,4.80%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,10,Variable,5.35%,5.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,,Offline,10,Variable,2.14%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,,Offline,10,Variable,2.64%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed Rate,,Offline,10,Variable,1.89%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed Rate - Fee Offer,,Offline,10,Variable,2.64%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed Rate Buy To Let ,,Offline,10,Variable,4.79%,5.50%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed Rate,,Offline,10,Variable,2.69%,4.20%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed Rate - Fee Offer,,Offline,10,Variable,3.04%,4.20%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed Rate Buy To Let ,,Offline,10,Variable,4.99%,5.50%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,10,Variable,2.94%,4.80%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,10,Variable,5.35%,5.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,,Offline,10,Variable,2.14%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,,Offline,10,Variable,2.64%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed Rate,,Offline,10,Variable,1.89%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed Rate - Fee Offer,,Offline,10,Variable,2.64%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,2 Year Fixed Rate Buy To Let ,,Offline,10,Variable,4.79%,5.50%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed Rate,,Offline,10,Variable,2.69%,4.20%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed Rate - Fee Offer,,Offline,10,Variable,3.04%,4.20%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,5 Year Fixed Rate Buy To Let ,,Offline,10,Variable,4.99%,5.50%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,10,Variable,2.94%,4.80%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,10YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,10,Variable,5.35%,5.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,,Offline,15,Variable,2.14%,4.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,,Offline,15,Variable,2.64%,4.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate,,Offline,15,Variable,1.89%,4.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate - Fee Offer,,Offline,15,Variable,2.64%,4.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate Buy To Let ,,Offline,15,Variable,4.79%,5.50%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate,,Offline,15,Variable,2.69%,4.20%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate - Fee Offer,,Offline,15,Variable,3.04%,4.20%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate Buy To Let ,,Offline,15,Variable,4.99%,5.50%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,15,Variable,2.94%,4.80%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,15,Variable,5.35%,5.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,,Offline,15,Variable,2.14%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,,Offline,15,Variable,2.64%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate,,Offline,15,Variable,1.89%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate - Fee Offer,,Offline,15,Variable,2.64%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate Buy To Let ,,Offline,15,Variable,4.79%,5.50%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate,,Offline,15,Variable,2.69%,4.20%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate - Fee Offer,,Offline,15,Variable,3.04%,4.20%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate Buy To Let ,,Offline,15,Variable,4.99%,5.50%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,15,Variable,2.94%,4.80%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,15,Variable,5.35%,5.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,,Offline,15,Variable,2.14%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,,Offline,15,Variable,2.64%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate,,Offline,15,Variable,1.89%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate - Fee Offer,,Offline,15,Variable,2.64%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,2 Year Fixed Rate Buy To Let ,,Offline,15,Variable,4.79%,5.50%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate,,Offline,15,Variable,2.69%,4.20%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate - Fee Offer,,Offline,15,Variable,3.04%,4.20%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,5 Year Fixed Rate Buy To Let ,,Offline,15,Variable,4.99%,5.50%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,15,Variable,2.94%,4.80%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,15YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,15,Variable,5.35%,5.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,,Offline,25,Variable,2.14%,4.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,,Offline,25,Variable,2.64%,4.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate,,Offline,25,Variable,1.89%,4.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate - Fee Offer,,Offline,25,Variable,2.64%,4.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate Buy To Let ,,Offline,25,Variable,4.79%,5.50%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate,,Offline,25,Variable,2.69%,4.20%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate - Fee Offer,,Offline,25,Variable,3.04%,4.20%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate Buy To Let ,,Offline,25,Variable,4.99%,5.50%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,25,Variable,2.94%,4.80%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,25,Variable,5.35%,5.60%,72000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,,Offline,25,Variable,2.14%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,,Offline,25,Variable,2.64%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate,,Offline,25,Variable,1.89%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate - Fee Offer,,Offline,25,Variable,2.64%,4.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate Buy To Let ,,Offline,25,Variable,4.79%,5.50%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate,,Offline,25,Variable,2.69%,4.20%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate - Fee Offer,,Offline,25,Variable,3.04%,4.20%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate Buy To Let ,,Offline,25,Variable,4.99%,5.50%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,25,Variable,2.94%,4.80%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,25,Variable,5.35%,5.60%,216000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Discounted Standard Variable Rate(SVR Minus 2.81%) ,,Offline,25,Variable,2.14%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Discount Standard Variable Rate - Fee Offer (SVR Minus 2.31%) ,,Offline,25,Variable,2.64%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate,,Offline,25,Variable,1.89%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate - Fee Offer,,Offline,25,Variable,2.64%,4.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,2 Year Fixed Rate Buy To Let ,,Offline,25,Variable,4.79%,5.50%,360000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate,,Offline,25,Variable,2.69%,4.20%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate - Fee Offer,,Offline,25,Variable,3.04%,4.20%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,5 Year Fixed Rate Buy To Let ,,Offline,25,Variable,4.99%,5.50%,360000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,Offset 2 Year Discount (OVR Minus 2.01%) ,,Offline,25,Variable,2.94%,4.80%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Clydesdale Bank,CYBG,GBP,Bank,Mortgages,Mortgages,25YMV,Offset Variable Investment Housing Loan Buy To Let,,Offline,25,Variable,5.35%,5.60%,360000,20%,New Purchase,Primary Residence,Principal + Interest,
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,2 year Fixed LTV 75 to 80%,,Offline,10,Variable,2.27%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,2 year Fixed LTV 80 to 85%,,Offline,10,Variable,2.38%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,5 year Fixed LTV 75 to 80%,,Offline,10,Variable,2.35%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,5 year Fixed LTV 80 to 85%,,Offline,10,Variable,2.46%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,2 year Fixed LTV 75 to 80%,,Offline,15,Variable,2.27%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,2 year Fixed LTV 80 to 85%,,Offline,15,Variable,2.38%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,5 year Fixed LTV 75 to 80%,,Offline,15,Variable,2.35%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,5 year Fixed LTV 80 to 85%,,Offline,15,Variable,2.46%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,25YMF,2 year Fixed LTV 75 to 80%,,Offline,25,Variable,2.27%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,25YMF,2 year Fixed LTV 80 to 85%,,Offline,25,Variable,2.38%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,25YMF,5 year Fixed LTV 75 to 80%,,Offline,25,Variable,2.35%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,25YMF,5 year Fixed LTV 80 to 85%,,Offline,25,Variable,2.46%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,30YMF,2 year Fixed LTV 75 to 80%,,Offline,30,Variable,2.27%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,30YMF,2 year Fixed LTV 80 to 85%,,Offline,30,Variable,2.38%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,30YMF,5 year Fixed LTV 75 to 80%,,Offline,30,Variable,2.35%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,30YMF,5 year Fixed LTV 80 to 85%,,Offline,30,Variable,2.46%,3.99%,72000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,2 year Fixed LTV 75 to 80%,,Offline,10,Variable,1.78%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,2 year Fixed LTV 80 to 85%,,Offline,10,Variable,1.89%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,2 year Fixed LTV 75 to 80%,,Offline,10,Variable,2.27%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,2 year Fixed LTV 80 to 85%,,Offline,10,Variable,2.38%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,5 year Fixed LTV 75 to 80%,,Offline,10,Variable,2.12%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,5 year Fixed LTV 80 to 85%,,Offline,10,Variable,2.23%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,5 year Fixed LTV 75 to 80%,,Offline,10,Variable,2.35%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,10YMF,5 year Fixed LTV 80 to 85%,,Offline,10,Variable,2.46%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,2 year Fixed LTV 75 to 80%,,Offline,15,Variable,1.78%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,2 year Fixed LTV 80 to 85%,,Offline,15,Variable,1.89%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,2 year Fixed LTV 75 to 80%,,Offline,15,Variable,2.27%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,2 year Fixed LTV 80 to 85%,,Offline,15,Variable,2.38%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,2
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,5 year Fixed LTV 75 to 80%,,Offline,15,Variable,2.12%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
 2018-03-20,UK,London,Halifax,Private,GBP,Bank,Mortgages,Mortgages,15YMF,5 year Fixed LTV 80 to 85%,,Offline,15,Variable,2.23%,3.99%,216000,20%,New Purchase,Primary Residence,Principal + Interest,5
