Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Minm_Balance,Maxm_Balance,Bank_Offer_Feature,Term_in_Months,Interest_Type,Interest,AER,Source
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Club Lloyds Saver,1500,,Offline,,Fixed,0.35%,0.35%,Bank website
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Club Lloyds Saver,1,1499,Offline,,Fixed,0.20%,0.20%,Bank website
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Easy Saver,1,,Offline,,Fixed,0.20%,0.20%,Bank website
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Bond  -  1 Year,2000,,Offline,12,Fixed,0.40%,0.40%,Bank website
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Term Deposits,24MCDF,Fixed Rate Cash ISA  -  2 Year,1,,Offline,24,Fixed,0.50%,0.50%,Bank website
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Term Deposits,12MCDF,Online Fixed Bond  -  1 Year,2000,,Online,12,Fixed,0.40%,0.40%,Bank website
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Club Lloyds Saver,1,,Online,,Fixed,0.20%,0.20%,comparethemarket.com
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,24MSBF,Fixed Rate Cash ISA - 2 years,1,,Online,24,Fixed,0.50%,0.50%,comparethemarket.com
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA Saver,1,,Online,,Fixed,0.35%,0.35%,comparethemarket.com
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Bond - 1 Year,1,,Offline,12,Fixed,0.40%,0.40%,comparethemarket.com
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Term Deposits,12MCDF,Online Fixed Bond - 1 Year,2000,,Online,12,Fixed,0.40%,0.40%,comparethemarket.com
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Easy Saver,1,,Offline,,Fixed,0.20%,0.20%,moneysupermarket.com
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA Saver,1,,Offline,,Fixed,0.35%,0.35%,moneysupermarket.com
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Savings,_MSBF,Lloyds Junior Cash ISA,,,Offline,,Fixed,2.50%,,uk.deposits.org
 2018-04-10,UK,London,Lloyds Bank,LLOY,GBP,Bank,Deposits,Term Deposits,12MCDF,Lloyds TSB 1 Year Term Deposit,,,Offline,12,Fixed,0.40%,,uk.deposits.org
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,_MSBF,Instant Access Savings,1,,Offline,,Fixed,0.40%,0.40%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,_MSBF,Instant access cash isa,1,,Offline,,Fixed,0.75%,0.75%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,12MSBF,Fixed rate cash ISA,1,,Offline,12,Fixed,1.25%,1.25%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,24MSBF,Fixed rate cash ISA,1,,Offline,24,Fixed,1.40%,1.40%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,36MSBF,Fixed rate cash ISA,1,,Offline,36,Fixed,1.50%,1.50%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,60MSBF,Fixed rate cash ISA,1,,Offline,60,Fixed,1.75%,1.75%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,3MSBF,Fixed Term Savings,500,,Offline,3,Fixed,0.75%,0.75%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,6MSBF,Fixed Term Savings,500,,Offline,6,Fixed,1.00%,1.00%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,12MSBF,Fixed Term Savings,500,,Offline,12,Fixed,1.65%,1.65%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,18MSBF,Fixed Term Savings,500,,Offline,18,Fixed,1.90%,1.90%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,36MSBF,Fixed Term Savings,500,,Offline,36,Fixed,2.00%,2.00%,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Current,_MCCF,Current Account,0,,Offline,,Fixed,,,Bank website
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,_MSBF,Instant Access Savings Account,1,,Online,,Fixed,0.40%,0.40%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,60MSBF,5 Year Fixed Rate Cash ISA -Issue 5,1,,Online,60,Fixed,1.75%,1.75%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,36MSBF,3 Year Fixed Rate Cash ISA -Issue 5,1,,Online,36,Fixed,1.50%,1.50%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate Cash ISA - Issue 7,1,,Online,24,Fixed,1.40%,1.40%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,12MSBF,1 Year Fixed Rate Cash ISA -Issue 13,1,,Online,12,Fixed,1.25%,1.25%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,_MSBF,Instant Access Cash ISA,1,,Online,,Fixed,0.75%,0.75%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,36MCDF,Fixed Term Savings 3 Years,500,2000000,Online,36,Fixed,2.00%,2.00%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Term Savings 1 year,500,2000000,Online,12,Fixed,1.65%,1.65%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,6MCDF,Fixed Term Savings 6 months,500,2000000,Online,6,Fixed,1.00%,1.00%,comparethemarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,_MSBF,Instant Access Savings Account,1,2000000,Offline,,Fixed,0.40%,0.40%,moneysupermarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Savings,_MSBF,Instant Access Cash ISA,1,,Offline,,Fixed,0.75%,0.75%,moneysupermarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,36MCDF,Fixed Term Savings Account,500,2000000,Offline,36,Fixed,2%,2%,moneysupermarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,36MCDF,Fixed Term Savings Account,500,2000000,Offline,36,Fixed,2%,2%,moneysupermarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Term Savings Account,500,2000000,Offline,12,Fixed,1.65%,1.65%,moneysupermarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Term Savings Account,500,2000000,Offline,12,Fixed,1.65%,1.65%,moneysupermarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,6MCDF,Fixed Term Savings Account,500,2000000,Offline,6,Fixed,1%,1%,moneysupermarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,6MCDF,Fixed Term Savings Account,500,2000000,Offline,6,Fixed,1%,1%,moneysupermarket.com
 2018-04-10,UK,London,Metro Bank,MTRO,GBP,Bank,Deposits,Term Deposits,36MCDF,Metro Bank UK 3 Year Fixed Term Savings,,,Offline,36,Fixed,1.50%,,uk.deposits.org
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA,10000,,Offline,,Fixed,,0.10%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA,10000,24999,Offline,,Fixed,,0.25%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA,25000,49999,Offline,,Fixed,,0.50%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA,50000,,Offline,,Fixed,,0.75%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Rate ISA,1000,24999,Offline,12,Fixed,,1.00%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Rate ISA,25000,,Offline,12,Fixed,,1.10%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,24MCDF,Fixed Rate ISA,1000,24999,Offline,24,Fixed,,1.15%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,24MCDF,Fixed Rate ISA,25000,,Offline,24,Fixed,,1.25%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate,500,49999,Offline,12,Fixed,,0.90%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate,50000,2000000,Offline,12,Fixed,,0.95%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Rate,500,49999,Offline,24,Fixed,1.00%,1.00%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Rate,50000,2000000,Offline,24,Fixed,1.05%,1.06%,Bank website
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Instant Saver Account,1,,Online,,Fixed,0.10%,0.10%,comparethemarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Premium Saver Account,1,,Online,,Fixed,0.10%,0.10%,comparethemarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Fixed Rate ISA Issue 195,1000,,Offline,,Fixed,1.15%,1.15%,comparethemarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Fixed Rate ISA Issue 194,1000,,Offline,,Fixed,1.00%,1.00%,comparethemarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA,1,,Online,,Fixed,0.10%,0.10%,comparethemarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Term Savings Account Issue 091,5000,500000,Online,24,Fixed,1.00%,1.00%,comparethemarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Term Savings Account Issue 090,5000,500000,Online,12,Fixed,0.90%,0.90%,comparethemarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Current,_MCCF,Reward Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Current,_MCCF,Reward Platinum Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Current,_MCCF,Reward Silver Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Current,_MCCF,Select Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,NatWest,NWBD,GBP,Bank,Deposits,Term Deposits,24MCDF,NatWest 2 Year Fixed Rate Bond,,,Offline,24,Fixed,1.05%,,uk.deposits.org
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Saver,1,24999,Offline,,Fixed,0.10%,0.10%,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Saver,25000,99999,Offline,,Fixed,0.20%,0.20%,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Saver,100000,,Offline,,Fixed,0.25%,0.25%,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Access ISA,1,24999,Offline,,Fixed,0.25%,,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Access ISA,25000,,Offline,,Fixed,0.75%,,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Rate ISA 1 year fixed,1000,24999,Offline,12,Fixed,1.00%,,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Rate ISA 1 year fixed,25000,,Offline,12,Fixed,1.10%,,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,24MCDF,Fixed Rate ISA 2 year fixed,1000,24999,Offline,24,Fixed,1.15%,,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,24MCDF,Fixed Rate ISA 2 year fixed,25000,,Offline,24,Fixed,1.25%,,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Term Savings Account 1 year fixed,500,49999,Offline,12,Fixed,0.90%,0.90%,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,12MCDF,Fixed Term Savings Account 1 year fixed,50000,2000000,Offline,12,Fixed,0.95%,0.95%,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,24MCDF,Fixed Term Savings Account 2 year fixed,500,49999,Offline,24,Fixed,1.00%,1.00%,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,24MCDF,Fixed Term Savings Account 2 year fixed,50000,2000000,Offline,24,Fixed,1.05%,1.06%,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Current,_MCCF,An everyday bank account ,,,Offline,,Fixed,,,Bank website
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Saver Account,1,,Online,,Fixed,0.10%,0.10%,comparethemarket.com
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Fixed Rate ISA Issue 195,1000,,Offline,,Fixed,1.15%,1.15%,comparethemarket.com
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Fixed Rate ISA Issue 194,1000,,Offline,,Fixed,1.00%,1.00%,comparethemarket.com
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Access ISA,1,,Online,,Fixed,0.25%,0.25%,comparethemarket.com
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Term Savings Account 091,5000,500000,Online,24,Fixed,1.00%,1.00%,comparethemarket.com
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Term Savings Account Issue 090,5000,500000,Online,12,Fixed,0.90%,0.90%,comparethemarket.com
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Savings,_MSBF,Instant Access Savings Account,1,49999,Offline,,Fixed,0.10%,0.10%,moneysupermarket.com
 2018-04-10,UK,London,Royal Bank Of Scotland,RBS,GBP,Bank,Deposits,Current,_MCCF,Select Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Regular eSaver,,,Online,,Fixed,3.00%,3.00%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver,,,Online,,Fixed,0.15%,0.15%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Everyday Saver,,,Online,,Fixed,0.25%,0.25%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate ISA,500,,Online,24,Fixed,0.55%,0.55%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eISA,1,,Online,,Fixed,0.35%,0.35%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy ISA,40000,,Online,,Fixed,0.50%,0.50%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy ISA,1,39999,Online,,Fixed,0.10%,0.10%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate Bond,500,,Offline,12,Fixed,0.50%,0.50%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Rate Bond,500,,Offline,24,Fixed,0.55%,0.55%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,1|2|3 Current Account,20000,,Offline,,Fixed,1.49%,1.50%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,Select Current Account,20000,,Offline,,Fixed,1.49%,1.50%,Bank website
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Everyday Saver,1,2000000,Online,,Fixed,0.25%,0.25%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver for 1|2|3  Issue 15,1,2000000,Online,,Fixed,0.25%,0.25%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver Issue 15,1,2000000,Online,,Fixed,0.15%,0.15%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate ISA (123),500,,Offline,24,Fixed,0.80%,0.80%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eISA 123 Customer,1,,Online,,Fixed,0.60%,0.60%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,24MSBF,2 Year Fixed Rate ISA ,500,,Offline,24,Fixed,0.55%,0.55%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eISA Issue 3,1,,Online,,Fixed,0.35%,0.35%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy ISA,1,,Online,,Fixed,0.10%,0.10%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,36MCDF,3 Year Fixed Rate Bond,500,2000000,Offline,36,Fixed,1.00%,1.00%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,1|2|3 2 Year Fixed Rate Bond,500,2000000,Offline,12,Fixed,0.80%,0.80%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,1|2|3 1 Year Fixed Rate Bond,500,2000000,Offline,12,Fixed,0.70%,0.70%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,2 Year Fixed Rate Bond,500,2000000,Online,24,Fixed,0.55%,0.55%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,1 Year Fixed Rate Bond,500,2000000,Offline,12,Fixed,0.50%,0.50%,comparethemarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,123 eSaver (Issue 15),1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,123 eSaver (Issue 15),1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Everyday Saver,1,2000000,Offline,,Fixed,0.25%,0.25%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver (Issue 15),1,2000000,Offline,,Fixed,0.15%,0.15%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eSaver (Issue 15),1,2000000,Offline,,Fixed,0.15%,0.15%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,123 eISA (Issue 4),500,,Offline,,Fixed,0.60%,0.60%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,eISA (Issue 4),500,,Offline,,Fixed,0.35%,0.35%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Easy ISA,1,39999,Offline,,Fixed,0.10%,0.10%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,1|2|3 Mini Current Account,30000,200000,Offline,,Fixed,3.00%,3.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,1|2|3 Student Current Account,30000,200000,Offline,,Fixed,3.00%,3.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,123 Current Account,20,,Offline,,Fixed,1.50%,1.50%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,123 Lite Current Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Current,_MCCF,Everyday Current Account,,,Offline,,Fixed,0.00%,0.00%,moneysupermarket.com
 2018-04-10,UK,London,Santander Bank,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,Santander UK 2 Year Fixed Rate Savings Bond,,,Offline,24,Fixed,0.55%,,uk.deposits.org
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Term Deposits,12MCDF,Britannia 1yr Fixed Rate Bond,1000,,Offline,12,Fixed,0.65%,0.65%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Term Deposits,24MCDF,Britannia 2yr Fixed Rate Bond,1000,,Offline,24,Fixed,0.75%,0.75%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Term Deposits,36MCDF,Britannia 3yr Fixed Rate Bond,1000,,Offline,36,Fixed,0.90%,0.90%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Britannia Fixed Rate Cash ISA - fixed until 05/04/2019,5000,,Offline,,Fixed,0.80%,0.80%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Britannia Fixed Rate Cash ISA - fixed until 05/04/2020,5000,,Offline,,Fixed,0.90%,0.90%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Britannia Select Access Saver 8,1,,Offline,,Fixed,0.60%,0.60%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Britannia Select Access Saver 8,1,,Offline,,Fixed,0.10%,0.10%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Cash ISA,1,,Offline,,Fixed,0.46%,0.46%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank The Co-operative Membership Savings,1,,Offline,,Fixed,0.25%,0.25%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Future Fund Account,5000,,Offline,,Fixed,0.34%,0.34%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Future Fund Account,1000,,Offline,,Fixed,0.34%,0.34%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Future Fund Account,1,,Offline,,Fixed,0.34%,0.34%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Online Cash ISA,1,,Online,,Fixed,0.56%,0.56%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Online Saver,1,,Online,,Fixed,0.56%,0.56%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,The Co-operative Bank Smart Saver,1,,Offline,,Fixed,0.34%,0.34%,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Current,_MCCF,Current Account,,,Offline,,Fixed,,,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Current,_MCCF,Cashminder,,,Offline,,Fixed,,,Bank website
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Smart Saver,1,1000000,Online,,Fixed,0.34%,0.34%,comparethemarket.com
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Online Cash ISA,1,1000000,Online,,Fixed,0.56%,0.56%,comparethemarket.com
 2018-04-10,UK,London,The Co-operative Bank,Private,GBP,Bank,Deposits,Savings,_MSBF,Cash ISA,1,1000000,Online,,Fixed,0.46%,0.46%,comparethemarket.com
